conversation_id,raw_tweets_info,tweet_ids,user_ids,conversation_length,airlines_involved
29481,"[(738323628379492352, 568398033), (738309565717065728, 19689682)]","[738323628379492352, 738309565717065728]","[568398033, 19689682]",2,No airlines involved
29492,"[(738323524255928320, 6830542), (738311895137067008, 2664128246), (738308035047751680, 6830542)]","[738323524255928320, 738311895137067008, 738308035047751680]","[6830542, 2664128246, 6830542]",3,No airlines involved
29504,"[(738323406299467777, 202708462), (738321733191618560, 14612265)]","[738323406299467777, 738321733191618560]","[202708462, 14612265]",2,No airlines involved
29532,"[(738323064937545728, 159442367), (738307035167490048, 259104563)]","[738323064937545728, 738307035167490048]","[159442367, 259104563]",2,No airlines involved
29580,"[(738322219080798208, 2595969532), (738312540871118848, 2595969532)]","[738322219080798208, 738312540871118848]","[2595969532, 2595969532]",2,No airlines involved
29582,"[(738322177884184577, 283344955), (738321705869791232, 26382842)]","[738322177884184577, 738321705869791232]","[283344955, 26382842]",2,No airlines involved
29686,"[(738321248091000832, 27952578), (737917752539807744, 3125229772)]","[738321248091000832, 737917752539807744]","[27952578, 3125229772]",2,No airlines involved
29702,"[(738321037645975553, 4883332786), (738320526918221824, 18332190)]","[738321037645975553, 738320526918221824]","[4883332786, 18332190]",2,British_Airways
29704,"[(738320994591494145, 1542862735), (738320755633627136, 27111218)]","[738320994591494145, 738320755633627136]","[1542862735, 27111218]",2,RyanAir
29728,"[(738320385368858624, 274835505), (738317038792347648, 274835505)]","[738320385368858624, 738317038792347648]","[274835505, 274835505]",2,No airlines involved
29757,"[(738320058590584832, 15826306), (738313450565337088, 47330308)]","[738320058590584832, 738313450565337088]","[15826306, 47330308]",2,No airlines involved
29817,"[(738319521413496834, 202708462), (738317573524180992, 14612265)]","[738319521413496834, 738317573524180992]","[202708462, 14612265]",2,No airlines involved
29828,"[(738319413267550208, 16825310), (738316045706878976, 121444927)]","[738319413267550208, 738316045706878976]","[16825310, 121444927]",2,No airlines involved
29995,"[(738317261702893568, 188897047), (738316958362394624, 3641127016)]","[738317261702893568, 738316958362394624]","[188897047, 3641127016]",2,No airlines involved
29998,"[(738317211002114050, 2617272737), (738305231222677504, 2617272737)]","[738317211002114050, 738305231222677504]","[2617272737, 2617272737]",2,No airlines involved
30017,"[(738316938061991936, 366042012), (738305763240730624, 62596469), (738105550270025728, 62596469), (738105078591164416, 62596469)]","[738316938061991936, 738305763240730624, 738105550270025728, 738105078591164416]","[366042012, 62596469, 62596469, 62596469]",4,No airlines involved
30029,"[(738316838522748928, 4097567008), (738316029504413696, 4097567008)]","[738316838522748928, 738316029504413696]","[4097567008, 4097567008]",2,No airlines involved
30035,"[(738316796718153728, 59085906), (738310150726025216, 59085906)]","[738316796718153728, 738310150726025216]","[59085906, 59085906]",2,No airlines involved
30115,"[(738316113700872193, 311698998), (738103968606396416, 311698998)]","[738316113700872193, 738103968606396416]","[311698998, 311698998]",2,No airlines involved
30163,"[(738315350945759233, 2808941), (738314788128821248, 20185480)]","[738315350945759233, 738314788128821248]","[2808941, 20185480]",2,No airlines involved
30176,"[(738315110544986117, 14427626), (738306123288043520, 278446404)]","[738315110544986117, 738306123288043520]","[14427626, 278446404]",2,No airlines involved
30212,"[(738314890067251200, 725914926), (738313740433625088, 1136129574)]","[738314890067251200, 738313740433625088]","[725914926, 1136129574]",2,No airlines involved
30257,"[(738314191174565888, 241039482), (738312557405016064, 241039482)]","[738314191174565888, 738312557405016064]","[241039482, 241039482]",2,No airlines involved
30281,"[(738313832142114816, 431710143), (738300044303060992, 51226156)]","[738313832142114816, 738300044303060992]","[431710143, 51226156]",2,No airlines involved
30286,"[(738313808494624768, 2826601226), (738313357439160320, 2808941)]","[738313808494624768, 738313357439160320]","[2826601226, 2808941]",2,No airlines involved
30312,"[(738313485319294976, 1031656424), (738312309152550912, 1031656424)]","[738313485319294976, 738312309152550912]","[1031656424, 1031656424]",2,No airlines involved
30326,"[(738313374002515968, 19179086), (738313034586693632, 35431268)]","[738313374002515968, 738313034586693632]","[19179086, 35431268]",2,No airlines involved
30377,"[(738312654285082625, 553753388), (738310787039645696, 33875003), (738305835999301632, 553753388)]","[738312654285082625, 738310787039645696, 738305835999301632]","[553753388, 33875003, 553753388]",3,No airlines involved
30403,"[(738312327838208001, 38676903), (738053554703863808, 2690081951)]","[738312327838208001, 738053554703863808]","[38676903, 2690081951]",2,easyJet
30505,"[(738311205844983808, 721870031798161408), (738310877695246336, 45621423)]","[738311205844983808, 738310877695246336]","[721870031798161408, 45621423]",2,EtihadAirways
30512,"[(738311136844603393, 3006133301), (738304297473957888, 21209392)]","[738311136844603393, 738304297473957888]","[3006133301, 21209392]",2,No airlines involved
30529,"[(738311063188410368, 1639002342), (738294803356626944, 38676903)]","[738311063188410368, 738294803356626944]","[1639002342, 38676903]",2,easyJet
30534,"[(738311028048592896, 1189303411), (738039018806464512, 38676903)]","[738311028048592896, 738039018806464512]","[1189303411, 38676903]",2,easyJet
30603,"[(738310220993159168, 201359798), (738306850320441344, 205189357)]","[738310220993159168, 738306850320441344]","[201359798, 205189357]",2,No airlines involved
30737,"[(738308875544334336, 900702432), (738299947725008896, 736814250), (738299493565800448, 1289201964)]","[738308875544334336, 738299947725008896, 738299493565800448]","[900702432, 736814250, 1289201964]",3,No airlines involved
30739,"[(738308843076210688, 298430833), (738308275758899200, 298430833), (738307695233622016, 298430833), (738307151144321024, 298430833)]","[738308843076210688, 738308275758899200, 738307695233622016, 738307151144321024]","[298430833, 298430833, 298430833, 298430833]",4,No airlines involved
30769,"[(738308489009897472, 3686399897), (738308361071034368, 3686399897)]","[738308489009897472, 738308361071034368]","[3686399897, 3686399897]",2,No airlines involved
30772,"[(738308441337397248, 66106708), (738307169406361600, 467233947), (738305282531528704, 66106708)]","[738308441337397248, 738307169406361600, 738305282531528704]","[66106708, 467233947, 66106708]",3,No airlines involved
30792,"[(738308173061361664, 263794274), (738305629689876480, 364745690)]","[738308173061361664, 738305629689876480]","[263794274, 364745690]",2,No airlines involved
30885,"[(738307172111515648, 312727405), (738306778769723392, 312727405)]","[738307172111515648, 738306778769723392]","[312727405, 312727405]",2,No airlines involved
30886,"[(738307118021906432, 3996293447), (738304872525795328, 122161270)]","[738307118021906432, 738304872525795328]","[3996293447, 122161270]",2,No airlines involved
30960,"[(738306015209345024, 1244706938), (738305449313861632, 722600832026439682)]","[738306015209345024, 738305449313861632]","[1244706938, 722600832026439682]",2,No airlines involved
30995,"[(738305574035705857, 16670291), (738277224210665472, 135453038)]","[738305574035705857, 738277224210665472]","[16670291, 135453038]",2,No airlines involved
30997,"[(738305533590011904, 476570819), (738287936349868032, 143210492)]","[738305533590011904, 738287936349868032]","[476570819, 143210492]",2,No airlines involved
31057,"[(738305025605263360, 241045308), (738304731014037504, 241045308), (738304354764107776, 241045308)]","[738305025605263360, 738304731014037504, 738304354764107776]","[241045308, 241045308, 241045308]",3,No airlines involved
31060,"[(738305015039860736, 122161270), (738295130256506880, 163864227)]","[738305015039860736, 738295130256506880]","[122161270, 163864227]",2,No airlines involved
31083,"[(738304750836457472, 464875258), (738299266708430848, 79737242)]","[738304750836457472, 738299266708430848]","[464875258, 79737242]",2,No airlines involved
31104,"[(738304631672049664, 27839828), (738304287256784896, 157997359)]","[738304631672049664, 738304287256784896]","[27839828, 157997359]",2,No airlines involved
31117,"[(738304504504934400, 320190171), (738304389056737280, 67852482)]","[738304504504934400, 738304389056737280]","[320190171, 67852482]",2,No airlines involved
31136,"[(738304306005315584, 445063273), (738303356951793664, 234053446)]","[738304306005315584, 738303356951793664]","[445063273, 234053446]",2,No airlines involved
31139,"[(738304241765392385, 394040043), (738303266044444672, 394040043)]","[738304241765392385, 738303266044444672]","[394040043, 394040043]",2,No airlines involved
31200,"[(738303617157988352, 497420148), (738303499654594560, 38676903), (738302075893886976, 497420148)]","[738303617157988352, 738303499654594560, 738302075893886976]","[497420148, 38676903, 497420148]",3,easyJet
31345,"[(738301937934864384, 2308976245), (738301458114826240, 299150034)]","[738301937934864384, 738301458114826240]","[2308976245, 299150034]",2,No airlines involved
31348,"[(738301932989747200, 969414686), (738301812386729984, 969414686), (738301447058685952, 969414686)]","[738301932989747200, 738301812386729984, 738301447058685952]","[969414686, 969414686, 969414686]",3,No airlines involved
31434,"[(738301006325370880, 347291737), (738300070399987712, 347291737)]","[738301006325370880, 738300070399987712]","[347291737, 347291737]",2,No airlines involved
31481,"[(738300739626381312, 38676903), (737971071333376000, 18123230)]","[738300739626381312, 737971071333376000]","[38676903, 18123230]",2,easyJet
31611,"[(738299612818231296, 604883587), (738299005134868480, 604883587)]","[738299612818231296, 738299005134868480]","[604883587, 604883587]",2,No airlines involved
31626,"[(738299416092811268, 19179086), (738292926279757824, 19179086)]","[738299416092811268, 738292926279757824]","[19179086, 19179086]",2,No airlines involved
31636,"[(738299270013571072, 294863378), (738298003656716288, 107695463)]","[738299270013571072, 738298003656716288]","[294863378, 107695463]",2,No airlines involved
31639,"[(738299244159864832, 223294120), (738286781435654144, 223294120)]","[738299244159864832, 738286781435654144]","[223294120, 223294120]",2,No airlines involved
31641,"[(738299196781039616, 95315938), (738251369270915072, 95315938)]","[738299196781039616, 738251369270915072]","[95315938, 95315938]",2,No airlines involved
31687,"[(738298678918647808, 270502378), (737930398643195904, 270502378)]","[738298678918647808, 737930398643195904]","[270502378, 270502378]",2,No airlines involved
31692,"[(738298664431562752, 38676903), (737735956476899328, 209298937)]","[738298664431562752, 737735956476899328]","[38676903, 209298937]",2,easyJet
31754,"[(738298119700553728, 737633437125890048), (738251299574185984, 38676903)]","[738298119700553728, 738251299574185984]","[737633437125890048, 38676903]",2,easyJet
31762,"[(738297998896205824, 41096930), (738296758590132224, 1542862735), (738288944937324544, 41096930), (737948277707026432, 41096930)]","[738297998896205824, 738296758590132224, 738288944937324544, 737948277707026432]","[41096930, 1542862735, 41096930, 41096930]",4,RyanAir
31785,"[(738297842582867968, 16825310), (738297359134785536, 16620965)]","[738297842582867968, 738297359134785536]","[16825310, 16620965]",2,No airlines involved
31824,"[(738297511752945664, 3341588218), (738296782065635328, 3996293447)]","[738297511752945664, 738296782065635328]","[3341588218, 3996293447]",2,No airlines involved
31875,"[(738296906095304704, 162505406), (738120906648735744, 162505406)]","[738296906095304704, 738120906648735744]","[162505406, 162505406]",2,No airlines involved
31886,"[(738296835236868096, 1903963723), (738143547921072128, 1903963723), (738030114240385024, 809462874)]","[738296835236868096, 738143547921072128, 738030114240385024]","[1903963723, 1903963723, 809462874]",3,No airlines involved
31905,"[(738296576129433601, 20823928), (738291237141291008, 568178445)]","[738296576129433601, 738291237141291008]","[20823928, 568178445]",2,No airlines involved
31938,"[(738296124562362368, 306722371), (738265525202063360, 300502175)]","[738296124562362368, 738265525202063360]","[306722371, 300502175]",2,No airlines involved
31993,"[(738295686660300801, 21695947), (738280916959780864, 16923108)]","[738295686660300801, 738280916959780864]","[21695947, 16923108]",2,No airlines involved
32032,"[(738295349924790272, 42377233), (738293435149484032, 379626022)]","[738295349924790272, 738293435149484032]","[42377233, 379626022]",2,No airlines involved
32035,"[(738295320103276544, 16825310), (738295020936126464, 14612378)]","[738295320103276544, 738295020936126464]","[16825310, 14612378]",2,No airlines involved
32093,"[(738294636712710145, 16825310), (738291396315127808, 200263852)]","[738294636712710145, 738291396315127808]","[16825310, 200263852]",2,No airlines involved
32100,"[(738294539081940993, 16825310), (738291526925701120, 21195322)]","[738294539081940993, 738291526925701120]","[16825310, 21195322]",2,No airlines involved
32155,"[(738294133899550720, 248967488), (738292528953319424, 64274469), (738291973363240960, 2280470022)]","[738294133899550720, 738292528953319424, 738291973363240960]","[248967488, 64274469, 2280470022]",3,No airlines involved
32171,"[(738293951329771520, 2789585550), (738293437741535232, 92112209)]","[738293951329771520, 738293437741535232]","[2789585550, 92112209]",2,No airlines involved
32187,"[(738293787663970304, 6806732), (738270225188163584, 24503)]","[738293787663970304, 738270225188163584]","[6806732, 24503]",2,No airlines involved
32218,"[(738293390207549440, 872550020), (738100063981973504, 872550020)]","[738293390207549440, 738100063981973504]","[872550020, 872550020]",2,No airlines involved
32246,"[(738293136179507200, 567596026), (738285273319153664, 38676903)]","[738293136179507200, 738285273319153664]","[567596026, 38676903]",2,easyJet
32317,"[(738292382777638913, 373936328), (738291964114788352, 36775544)]","[738292382777638913, 738291964114788352]","[373936328, 36775544]",2,No airlines involved
32328,"[(738292236945920000, 22251390), (738287574633066496, 25187532), (738287159917051904, 22251390)]","[738292236945920000, 738287574633066496, 738287159917051904]","[22251390, 25187532, 22251390]",3,No airlines involved
32391,"[(738291268535635968, 718504268223901696), (738291031293100032, 2199394980)]","[738291268535635968, 738291031293100032]","[718504268223901696, 2199394980]",2,No airlines involved
32417,"[(738291059005001729, 2164011794), (738290850153783296, 16825310)]","[738291059005001729, 738290850153783296]","[2164011794, 16825310]",2,No airlines involved
32468,"[(738290170768838656, 19283565), (738286332447993856, 228586748)]","[738290170768838656, 738286332447993856]","[19283565, 228586748]",2,No airlines involved
32509,"[(738289310693232641, 612459422), (738286170401087488, 612459422)]","[738289310693232641, 738286170401087488]","[612459422, 612459422]",2,No airlines involved
32594,"[(738288104008749057, 546092583), (738287945354973184, 2184747137), (738287338057535488, 546092583)]","[738288104008749057, 738287945354973184, 738287338057535488]","[546092583, 2184747137, 546092583]",3,No airlines involved
32610,"[(738287814782156800, 2644645745), (738243548802387968, 702449635)]","[738287814782156800, 738243548802387968]","[2644645745, 702449635]",2,No airlines involved
32628,"[(738287500922376196, 2595969532), (738190084760014848, 2595969532)]","[738287500922376196, 738190084760014848]","[2595969532, 2595969532]",2,No airlines involved
32641,"[(738287345468723200, 207644564), (738271528660279296, 207644564)]","[738287345468723200, 738271528660279296]","[207644564, 207644564]",2,No airlines involved
32650,"[(738287227369869312, 3828031), (738287147720019968, 14474567), (738286876088492032, 3828031)]","[738287227369869312, 738287147720019968, 738286876088492032]","[3828031, 14474567, 3828031]",3,No airlines involved
32668,"[(738286904764977152, 398036535), (738285286271127552, 242354037), (738284167360827392, 398036535)]","[738286904764977152, 738285286271127552, 738284167360827392]","[398036535, 242354037, 398036535]",3,No airlines involved
32676,"[(738286805926187008, 373493986), (738090891903127552, 373493986)]","[738286805926187008, 738090891903127552]","[373493986, 373493986]",2,No airlines involved
32684,"[(738286653912035329, 38676903), (737988443335188480, 571098173)]","[738286653912035329, 737988443335188480]","[38676903, 571098173]",2,easyJet
32729,"[(738286244749180929, 190166482), (738286102742630400, 1621556503)]","[738286244749180929, 738286102742630400]","[190166482, 1621556503]",2,No airlines involved
32745,"[(738286039878541312, 14367681), (738263005767553024, 14367681)]","[738286039878541312, 738263005767553024]","[14367681, 14367681]",2,No airlines involved
32746,"[(738286028163846144, 38676903), (737986684114075648, 609302101)]","[738286028163846144, 737986684114075648]","[38676903, 609302101]",2,easyJet
32800,"[(738285035925692418, 25187532), (738282029511499776, 22251390)]","[738285035925692418, 738282029511499776]","[25187532, 22251390]",2,No airlines involved
32834,"[(738284661923799040, 6893682), (738282573596594176, 50375776)]","[738284661923799040, 738282573596594176]","[6893682, 50375776]",2,No airlines involved
32904,"[(738283824166080512, 2264292543), (738280251307003904, 2264292543)]","[738283824166080512, 738280251307003904]","[2264292543, 2264292543]",2,No airlines involved
32992,"[(738282811967344640, 48096562), (738279130630881280, 48096562)]","[738282811967344640, 738279130630881280]","[48096562, 48096562]",2,No airlines involved
32997,"[(738282770997317633, 35031441), (738276369222803456, 16095207)]","[738282770997317633, 738276369222803456]","[35031441, 16095207]",2,No airlines involved
33014,"[(738282489626529792, 22809184), (738282204191543296, 22809184)]","[738282489626529792, 738282204191543296]","[22809184, 22809184]",2,No airlines involved
33073,"[(738281839484358656, 2716758452), (738276144852701184, 242354037)]","[738281839484358656, 738276144852701184]","[2716758452, 242354037]",2,No airlines involved
33103,"[(738281597988966400, 577266163), (738118466499137536, 379626022)]","[738281597988966400, 738118466499137536]","[577266163, 379626022]",2,No airlines involved
33123,"[(738281384775700480, 19534960), (738280975487127552, 19534960)]","[738281384775700480, 738280975487127552]","[19534960, 19534960]",2,No airlines involved
33134,"[(738281125404155904, 415012026), (738279974222843904, 20987043)]","[738281125404155904, 738279974222843904]","[415012026, 20987043]",2,No airlines involved
33138,"[(738281063496065025, 514663060), (738278102653009920, 514663060)]","[738281063496065025, 738278102653009920]","[514663060, 514663060]",2,No airlines involved
33143,"[(738280993170305024, 20655790), (738265713857564672, 231504942)]","[738280993170305024, 738265713857564672]","[20655790, 231504942]",2,No airlines involved
33284,"[(738279587113775105, 38676903), (737997077574221824, 458539434)]","[738279587113775105, 737997077574221824]","[38676903, 458539434]",2,easyJet
33321,"[(738279084493529088, 329756658), (738260441256873984, 18134151)]","[738279084493529088, 738260441256873984]","[329756658, 18134151]",2,No airlines involved
33323,"[(738279068492238848, 3261398631), (738277011760762880, 224622978), (738276880030302208, 3261398631), (738275836302897152, 224622978)]","[738279068492238848, 738277011760762880, 738276880030302208, 738275836302897152]","[3261398631, 224622978, 3261398631, 224622978]",4,No airlines involved
33351,"[(738278875705266176, 630347312), (738244776449978368, 843413556), (738104396618338304, 630347312)]","[738278875705266176, 738244776449978368, 738104396618338304]","[630347312, 843413556, 630347312]",3,No airlines involved
33368,"[(738278603352199168, 830714185), (738269855586131968, 45621423)]","[738278603352199168, 738269855586131968]","[830714185, 45621423]",2,EtihadAirways
33374,"[(738278561992282112, 4839710530), (738278139332308992, 21866939)]","[738278561992282112, 738278139332308992]","[4839710530, 21866939]",2,No airlines involved
33379,"[(738278426491158528, 559982844), (738277681117204480, 2493235178)]","[738278426491158528, 738277681117204480]","[559982844, 2493235178]",2,No airlines involved
33384,"[(738278322048733184, 845346007), (738251551786033152, 38676903), (738116612872634368, 845346007)]","[738278322048733184, 738251551786033152, 738116612872634368]","[845346007, 38676903, 845346007]",3,easyJet
33431,"[(738277467400601600, 442058662), (738276480736722944, 3110699513)]","[738277467400601600, 738276480736722944]","[442058662, 3110699513]",2,No airlines involved
33474,"[(738276990793437184, 188743614), (738094037119422464, 1565577632)]","[738276990793437184, 738094037119422464]","[188743614, 1565577632]",2,No airlines involved
33482,"[(738276837592322049, 2991807777), (738272460668207104, 38676903), (737990600163610624, 452534251)]","[738276837592322049, 738272460668207104, 737990600163610624]","[2991807777, 38676903, 452534251]",3,easyJet
33493,"[(738276764531757056, 585822417), (738276185860362240, 71838192)]","[738276764531757056, 738276185860362240]","[585822417, 71838192]",2,No airlines involved
33497,"[(738276738459897856, 187544405), (738235345163190272, 228790042)]","[738276738459897856, 738235345163190272]","[187544405, 228790042]",2,No airlines involved
33500,"[(738276711935180800, 93654664), (738276032243982336, 287851417)]","[738276711935180800, 738276032243982336]","[93654664, 287851417]",2,No airlines involved
33510,"[(738276545966538752, 14691720), (738276378873729024, 32864792), (738275519230267392, 14691720)]","[738276545966538752, 738276378873729024, 738275519230267392]","[14691720, 32864792, 14691720]",3,No airlines involved
33517,"[(738276501943160832, 205189357), (738263515576827904, 153510718)]","[738276501943160832, 738263515576827904]","[205189357, 153510718]",2,No airlines involved
33598,"[(738275255031070720, 712636211811205120), (738272279419879424, 14333088)]","[738275255031070720, 738272279419879424]","[712636211811205120, 14333088]",2,No airlines involved
33694,"[(738273797300719617, 262806083), (738257013214416896, 427754299)]","[738273797300719617, 738257013214416896]","[262806083, 427754299]",2,No airlines involved
33704,"[(738273665960271872, 110274069), (738273315970781184, 110274069)]","[738273665960271872, 738273315970781184]","[110274069, 110274069]",2,No airlines involved
33738,"[(738273213290041344, 35031441), (738251568944939008, 16095207)]","[738273213290041344, 738251568944939008]","[35031441, 16095207]",2,No airlines involved
33765,"[(738272922662473728, 113086785), (738005014183055360, 113086785)]","[738272922662473728, 738005014183055360]","[113086785, 113086785]",2,No airlines involved
33775,"[(738272764923117568, 1455238375), (738238358292467712, 2990648224)]","[738272764923117568, 738238358292467712]","[1455238375, 2990648224]",2,No airlines involved
33785,"[(738272602918158338, 14319105), (738269952935899136, 20620953)]","[738272602918158338, 738269952935899136]","[14319105, 20620953]",2,No airlines involved
33786,"[(738272579513909248, 195073490), (738130547919163392, 2434054144)]","[738272579513909248, 738130547919163392]","[195073490, 2434054144]",2,No airlines involved
33876,"[(738271839361736705, 3012609889), (738270448987693056, 3012609889)]","[738271839361736705, 738270448987693056]","[3012609889, 3012609889]",2,No airlines involved
33886,"[(738271679349018625, 3180767808), (738271431096700928, 253340062)]","[738271679349018625, 738271431096700928]","[3180767808, 253340062]",2,SingaporeAir
33907,"[(738271438952620033, 445179324), (738267930593484800, 324464856)]","[738271438952620033, 738267930593484800]","[445179324, 324464856]",2,No airlines involved
33919,"[(738271300620328960, 2927380943), (738256161317781504, 3226011591)]","[738271300620328960, 738256161317781504]","[2927380943, 3226011591]",2,No airlines involved
33934,"[(738271105555783681, 2927380943), (738266143991943168, 2879291217)]","[738271105555783681, 738266143991943168]","[2927380943, 2879291217]",2,No airlines involved
33996,"[(738270132464685057, 50785522), (738087830468055040, 52877126)]","[738270132464685057, 738087830468055040]","[50785522, 52877126]",2,No airlines involved
34016,"[(738269900653858816, 4844737073), (738267437758566400, 2916033501)]","[738269900653858816, 738267437758566400]","[4844737073, 2916033501]",2,No airlines involved
34025,"[(738269760270532608, 50785522), (738098145117282304, 28083746)]","[738269760270532608, 738098145117282304]","[50785522, 28083746]",2,No airlines involved
34028,"[(738269726015623168, 1357943467), (738268201549766656, 20655790)]","[738269726015623168, 738268201549766656]","[1357943467, 20655790]",2,No airlines involved
34034,"[(738269619371249664, 2933917781), (738261001737506816, 91334232)]","[738269619371249664, 738261001737506816]","[2933917781, 91334232]",2,No airlines involved
34070,"[(738269144014061568, 38676903), (737981503821516800, 724124461)]","[738269144014061568, 737981503821516800]","[38676903, 724124461]",2,easyJet
34086,"[(738268855131246594, 1465671120), (738268527841423360, 235657613)]","[738268855131246594, 738268527841423360]","[1465671120, 235657613]",2,No airlines involved
34099,"[(738268590709870592, 14319105), (738268340284690432, 14319105)]","[738268590709870592, 738268340284690432]","[14319105, 14319105]",2,No airlines involved
34119,"[(738268417841606656, 713520531295879168), (738266415279443968, 47975823)]","[738268417841606656, 738266415279443968]","[713520531295879168, 47975823]",2,No airlines involved
34132,"[(738268310555533312, 44125276), (738267754403397632, 82154934)]","[738268310555533312, 738267754403397632]","[44125276, 82154934]",2,No airlines involved
34135,"[(738268271980498945, 38676903), (737926814828507136, 1256461705)]","[738268271980498945, 737926814828507136]","[38676903, 1256461705]",2,easyJet
34141,"[(738268078253957121, 1357943467), (738261762282291200, 20655790)]","[738268078253957121, 738261762282291200]","[1357943467, 20655790]",2,No airlines involved
34148,"[(738268001821196288, 373581301), (738240125407223808, 373581301)]","[738268001821196288, 738240125407223808]","[373581301, 373581301]",2,No airlines involved
34172,"[(738267789383872512, 737919662), (738250249307717632, 2153425885)]","[738267789383872512, 738250249307717632]","[737919662, 2153425885]",2,No airlines involved
34248,"[(738267298629308416, 164826107), (738266869375864832, 15739878), (738265966539354112, 164826107)]","[738267298629308416, 738266869375864832, 738265966539354112]","[164826107, 15739878, 164826107]",3,No airlines involved
34259,"[(738267178701586432, 462294667), (738158617027743744, 2912684453)]","[738267178701586432, 738158617027743744]","[462294667, 2912684453]",2,No airlines involved
34272,"[(738266786261504000, 57376418), (738060461783056384, 42493310)]","[738266786261504000, 738060461783056384]","[57376418, 42493310]",2,No airlines involved
34325,"[(738265600854724609, 15739878), (738256553980100608, 15739878)]","[738265600854724609, 738256553980100608]","[15739878, 15739878]",2,No airlines involved
34331,"[(738265447146082306, 23333480), (738264706142593024, 23333480)]","[738265447146082306, 738264706142593024]","[23333480, 23333480]",2,No airlines involved
34393,"[(738264262267838464, 20063370), (738260282988986368, 56750186)]","[738264262267838464, 738260282988986368]","[20063370, 56750186]",2,No airlines involved
34400,"[(738264100589953024, 20655790), (738263896058777600, 17614726), (738263732644634624, 20655790)]","[738264100589953024, 738263896058777600, 738263732644634624]","[20655790, 17614726, 20655790]",3,No airlines involved
34413,"[(738263940174610437, 606566354), (738263432621887488, 1542862735)]","[738263940174610437, 738263432621887488]","[606566354, 1542862735]",2,RyanAir
34434,"[(738263440180019200, 20655790), (738263316045418496, 72321043)]","[738263440180019200, 738263316045418496]","[20655790, 72321043]",2,No airlines involved
34437,"[(738263420743606272, 856226875), (738113630856728576, 176584396)]","[738263420743606272, 738113630856728576]","[856226875, 176584396]",2,No airlines involved
34459,"[(738263076567457792, 248447113), (738262706004856832, 20655790), (738262611796627456, 248447113)]","[738263076567457792, 738262706004856832, 738262611796627456]","[248447113, 20655790, 248447113]",3,No airlines involved
34471,"[(738262806798143488, 19348696), (738262518204862464, 224433708), (738259921238687744, 19348696)]","[738262806798143488, 738262518204862464, 738259921238687744]","[19348696, 224433708, 19348696]",3,No airlines involved
34525,"[(738262099550437376, 20655790), (738261983636643840, 248447113), (738261070985433088, 20655790), (738260057486426112, 20655790)]","[738262099550437376, 738261983636643840, 738261070985433088, 738260057486426112]","[20655790, 248447113, 20655790, 20655790]",4,No airlines involved
34537,"[(738261705550073856, 2413098442), (738253540544663552, 71367030)]","[738261705550073856, 738253540544663552]","[2413098442, 71367030]",2,No airlines involved
34538,"[(738261616739766272, 20823928), (738259909855350784, 16511202), (738259604224630784, 20823928), (738255910527586304, 16511202)]","[738261616739766272, 738259909855350784, 738259604224630784, 738255910527586304]","[20823928, 16511202, 20823928, 16511202]",4,No airlines involved
34585,"[(738260771663151105, 74194422), (738260514648825856, 18134151), (738205354060853248, 74194422)]","[738260771663151105, 738260514648825856, 738205354060853248]","[74194422, 18134151, 74194422]",3,No airlines involved
34586,"[(738260753703182336, 2342021671), (738240466878124032, 4149291741)]","[738260753703182336, 738240466878124032]","[2342021671, 4149291741]",2,No airlines involved
34591,"[(738260690478239744, 328414096), (738150194756222976, 39649645)]","[738260690478239744, 738150194756222976]","[328414096, 39649645]",2,No airlines involved
34660,"[(738259464302776320, 15739878), (738258148453154816, 25494422)]","[738259464302776320, 738258148453154816]","[15739878, 25494422]",2,No airlines involved
34687,"[(738258644580601856, 205189357), (738258544475176960, 205189357)]","[738258644580601856, 738258544475176960]","[205189357, 205189357]",2,No airlines involved
34696,"[(738258518520832000, 128574358), (738003427024867328, 20085509)]","[738258518520832000, 738003427024867328]","[128574358, 20085509]",2,No airlines involved
34761,"[(738257697959612416, 3300174858), (738257281863684096, 3300174858)]","[738257697959612416, 738257281863684096]","[3300174858, 3300174858]",2,No airlines involved
34775,"[(738257461090607104, 154079441), (738128787976663040, 228481167)]","[738257461090607104, 738128787976663040]","[154079441, 228481167]",2,No airlines involved
34808,"[(738256845945593856, 20655790), (738256690794139648, 20893322)]","[738256845945593856, 738256690794139648]","[20655790, 20893322]",2,No airlines involved
34853,"[(738256194779877376, 2247354042), (737965667362578432, 38676903)]","[738256194779877376, 737965667362578432]","[2247354042, 38676903]",2,easyJet
34854,"[(738256168158527490, 365996815), (738254639586385920, 365996815), (738247945909243904, 365996815), (738245912703565824, 365996815)]","[738256168158527490, 738254639586385920, 738247945909243904, 738245912703565824]","[365996815, 365996815, 365996815, 365996815]",4,No airlines involved
34860,"[(738256042304376833, 20655790), (738255918522073088, 20893322)]","[738256042304376833, 738255918522073088]","[20655790, 20893322]",2,No airlines involved
34900,"[(738255444322471937, 20655790), (738255347450777600, 20893322), (738255108903981056, 20893322)]","[738255444322471937, 738255347450777600, 738255108903981056]","[20655790, 20893322, 20893322]",3,No airlines involved
34930,"[(738255061348798464, 45446985), (738253768429559808, 20655790), (738253593539706880, 2375805470)]","[738255061348798464, 738253768429559808, 738253593539706880]","[45446985, 20655790, 2375805470]",3,No airlines involved
34948,"[(738254950720000001, 15739878), (738254185519517696, 25494422)]","[738254950720000001, 738254185519517696]","[15739878, 25494422]",2,No airlines involved
